producto;presentacion;marca;categoria;catalogo;precio;fechaRegistro;cadenaComercial;giro;nombreComercial;direccion;estado;municipio;latitud;longitud
JABON DE TOCADOR;BARRA 130 GR. ORIGINAL;NORDIKO;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;6.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
DESODORANTE;ROLL ON 70 ML.;COTY. ATREVIDA;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;18.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
TELEVISORES;32C100U o 32C100U2. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO;TOSHIBA;APARATOS ELECTRONICOS;ELECTRODOMESTICOS;6498,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
BLANQUEADOR;BOTELLA 950 ML. EL RENDIDOR;CLORALEX;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;6.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
DETERGENTE P/ROPA;BOTELLA 1 LT. LIQUIDO. (TAPA AZUL REY);ARIEL;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;24.9;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
DETERGENTE P/ROPA;BOTELLA 2 LT. LIQUIDO. DELICADA;VEL ROSITA;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;64.85;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SUAVIZANTE P/ROPA;TETRA PACK 1700 ML. ACONDICIONADOR DE TELAS;DOWNY. LIBRE ENJUAGUE. AROMA FLORAL;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;24.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SUAVIZANTE P/ROPA;BOTELLA 1 LT;MARCA INSTITUCIONAL;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;9.95;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SAN RAFAEL;1 KG. GRANEL. SALCHICHA. DE PAVO;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;59.4;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SAN RAFAEL;1 KG. GRANEL. SALCHICHA. BOTANERA;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;63.4;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ALPINO;1 KG. GRANEL. SALCHICHA. VIENA;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;37.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
FUD;1 KG. GRANEL. SALCHICHA. HOT DOG;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;43.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ALPINO;1 KG. GRANEL. SALCHICHA. COCKTAIL;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;36.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
FUD;1 KG. GRANEL. TOCINO. AHUMADO;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;107.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ATUN;LATA 170 GR. EN AGUA;TUNY. LIGHT;PESCADOS Y MARISCOS EN CONSERVA;BASICOS;11.6;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ATUN;LATA 170 GR. EN AGUA;HERDEZ;PESCADOS Y MARISCOS EN CONSERVA;BASICOS;9,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ALPINO;1 KG. GRANEL. LONGANIZA;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;70.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
KIR;1 KG. GRANEL. MORTADELA;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;37.1;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
FUD;PAQUETE 500 GR. SALCHICHA. COCKTAIL;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;32.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
IBERO;1 KG. GRANEL. SALCHICHA. DE PAVO;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;34.8;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
MANTEQUILLA;BARRA 225 GR. SIN SAL;CHIPILO;DERIVADOS DE LECHE;BASICOS;23.71;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
CREMA;BOTE 450 ML.;LALA;DERIVADOS DE LECHE;BASICOS;13.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
CREMA;BOTE 450 ML. REDUCIDA EN GRASA;LALA. LIGHT;DERIVADOS DE LECHE;BASICOS;14.35;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE EN POLVO;NIÑOS. LATA 360 GR. (PRODUCTO LÁCTEO);NIDO. KINDER;LECHE PROCESADA;BASICOS;40.6;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE EN POLVO;NIÑOS. LATA 1,800 GR.  (PRODUCTO LÁCTEO);ALPURA. KIDS;LECHE PROCESADA;BASICOS;173.9;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE EN POLVO;BOLSA 500 GR. (MEZCLA);FORTILECHE;LECHE PROCESADA;BASICOS;36.65;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LA VILLITA;1 KG. GRANEL. QUESO OAXACA;S/M;DERIVADOS DE LECHE;BASICOS;93.8;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
CAPERUCITA;1 KG. GRANEL. QUESO. OAXACA;S/M;DERIVADOS DE LECHE;BASICOS;108.1;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
NOCHE BUENA;1 KG. GRANEL. QUESO. OAXACA;S/M;DERIVADOS DE LECHE;BASICOS;107.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
NOCHE BUENA CHALET;PAQUETE 400 GR. QUESO MANCHEGO;S/M;DERIVADOS DE LECHE;BASICOS;55.15;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
FRANJA;1 KG. GRANEL. QUESO MANCHEGO;S/M;DERIVADOS DE LECHE;BASICOS;105.9;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
NOCHE BUENA;1 KG. GRANEL. QUESO MANCHEGO;S/M;DERIVADOS DE LECHE;BASICOS;120.2;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ESMERALDA;PAQUETE 400 GR. QUESO PANELA;S/M;DERIVADOS DE LECHE;BASICOS;31.95;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
CHALET;1 KG. GRANEL. QUESO PANELA;S/M;DERIVADOS DE LECHE;BASICOS;99.2;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ESMERALDA;1 KG. GRANEL. QUESO PANELA;S/M;DERIVADOS DE LECHE;BASICOS;79,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
NOCHE BUENA;1 KG. GRANEL. QUESO PANELA;S/M;DERIVADOS DE LECHE;BASICOS;102.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LALA;PAQUETE 400 GR. QUESO OAXACA;S/M;DERIVADOS DE LECHE;BASICOS;48.05;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ALPURA;PAQUETE 400 GR. QUESO OAXACA;S/M;DERIVADOS DE LECHE;BASICOS;51,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE ULTRAPASTEURIZADA;CAJA 1 LT. ENTERA;LALA. ENTERA;LECHE PROCESADA;BASICOS;12.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE ULTRAPASTEURIZADA;CON GRASA VEGETAL. CAJA 1 LT. (MEZCLA);FORTILECHE;LECHE PROCESADA;BASICOS;10.8;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE ULTRAPASTEURIZADA;PARCIALMENTE DESCREMADA CAJA 1 LT. (AZUL);ALPURA 2000 CLASICA;LECHE PROCESADA;BASICOS;12.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
YOGHURT;BOTE 1 KG. FRESA;DANONE. VITALINEA;DERIVADOS DE LECHE;BASICOS;22.3;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
YOGHURT;BOTE 1 KG. FRESA;YOPLAIT;DERIVADOS DE LECHE;BASICOS;20.51;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
YOGHURT;BOTE 1 KG. NATURAL. 0% GRASA;LALA. LIGHT;DERIVADOS DE LECHE;BASICOS;22.45;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
TOALLA FEMENINA;BOLSA 14 PIEZAS. INTIMA CLIP. REGULAR. CON ALAS;SABA;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;28.1;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
TOALLA FEMENINA;BOLSA 20 PIEZAS. NATURAL FLEX. ANATÓMICA. SIN ALAS;KOTEX;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;27.66;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
PAPEL HIGIENICO;PAQUETE 24 ROLLOS. 200 HOJAS DOBLES. LINEA DORADA;KLEENEX. COTTONELLE;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;131,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SHAMPOO PARA BEBES / NINOS;BOTELLA 250 ML RICITOS DE ORO CON MANZANILLA;GRISI;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;41.8;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
FORMULA LACTEA;ULTRAPASTEURIZADA. CON GRASA VEGETAL. CAJA 1 LT.;NUTRILECHE;LECHE PROCESADA;BASICOS;10.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
LECHE ULTRAPASTEURIZADA;SEMIDESCREMADA. CAJA 1 LT.;PARMALAT. SEMI;LECHE PROCESADA;BASICOS;11.5;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
REFRESCO;BOTELLA 2.5 LT. NO RETORNABLE.;SQUIRT;REFRESCOS ENVASADOS;BASICOS;15,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
REFRESCO;BOTELLA 2 LT. NO RETORNABLE.;SIDRAL MUNDET;REFRESCOS ENVASADOS;BASICOS;15.81;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
REFRESCO;BOTELLA 1 LT. NO RETORNABLE;COCA COLA;REFRESCOS ENVASADOS;BASICOS;10.86;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
AGUA CON GAS;CANASTILLA CON 6 BOTELLAS DE 355 ML;PENAFIEL;REFRESCOS ENVASADOS;BASICOS;30.7;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
TEJOCOTE;1 KG;S/M;PRODUCTOS DE TEMPORADA (NAVIDEÐOS);FRUTAS Y LEGUMBRES;15.9;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
ACEITE DE OLIVA;LATA 1 LT;CARBONELL. CLASICO;PRODUCTOS DE TEMPORADA (NAVIDEÐOS);BASICOS;114.4;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SALSA PICANTE;BOTELLA 150 GR. CLASICA;BUFALO;CONDIMENTOS;BASICOS;5.6;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
SAL MOLIDA DE MESA;BOLSA 1 KG.;ELEFANTE;CONDIMENTOS;BASICOS;6.1;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
MOSTAZA;BOTELLA 397 GR. PREPARADA;FRENCH S CLASSIC YELLOW;CONDIMENTOS;BASICOS;23.2;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
MAYONESA;FRASCO 790 GR. CON JUGO DE LIMONES;MC CORMICK;CONDIMENTOS;BASICOS;37.32;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
REFRESCO;BOTELLA 3 LT. NO RETORNABLE;SPRITE;REFRESCOS ENVASADOS;BASICOS;13.8;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
REFRESCO;BOTELLA 2 LT. NO RETORNABLE;SIDRAL MUNDET LIGHT;REFRESCOS ENVASADOS;BASICOS;16.8;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
CERVEZA;BOTELLA 1.2 LT. RETORNABLE;VICTORIA;CERVEZA;BASICOS;23,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
CERVEZA;PAQUETE CON 8 LATAS DE 355 ML.;TECATE;CERVEZA;BASICOS;73,00;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
GELATINA EN POLVO;CAJA 84 GR. AGUA. LIMON;PRONTO;CHOCOLATES Y GOLOSINAS;BASICOS;5.9;2011-01-10 00:00:00.000;COMERCIAL MEXICANA;TIENDA DE AUTOSERVICIO;COMERCIAL MEXICANA SUCURSAL INSURGENTES;PERPETUA NO. 35 ESQ. INSURGENTES SUR;DISTRITO FEDERAL;BENITO JUAREZ                           ;19.366.903;-99.181.344
